Title,Lyric,Valence,Arousal
love story,"We were both young when I first saw you
I close my eyes, and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know

That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said

Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say ""Yes""

So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said

Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say ""Yes""

Oh, oh

I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town

And I said, ""Romeo, save me, I've been feeling so alone
I keep waiting for you but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said
""Marry me, Juliet, you'll never have to be alone
I love you, and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say 'Yes'""

Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you163EmbedShare URLCopyEmbedCopy",7.7589830508474575,5.21186440677966
happiness,"Honey, when I'm above the trees
I see this for what it is
But now I'm right down in it, all the years I've given
Is just shit we're dividin' up
Showed you all of my hiding spots
I was dancing when the music stopped
And in the disbelief, I can't face reinvention
I haven't met the new me yet

There'll be happiness after you
But there was happiness because of you
Both of these things can be true
There is happiness

Past the blood and bruise
Past the curses and cries
Beyond the terror in the nightfall
Haunted by the look in my eyes
That would've loved you for a lifetime
Leave it all behind
And there is happiness

Tell me, when did your winning smile
Begin to look like a smirk?
When did all our lessons start to look like weapons
Pointed at my deepest hurt?
I hope she'll be a beautiful fool
Who takes my spot next to you
No, I didn't mean that
Sorry, I can't see facts through all of my fury
You haven't met the new me yet
There'll be happiness after me
But there was happiness because of me
Both of these things, I believe
There is happiness

In our history, across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight, leave it all behind
And there is happiness

I can't make it go away by making you a villain
I guess it's the price I paid for seven years in Heaven
And I pulled your body into mine
Every goddamn night, now I get fake niceties
No one teaches you what to do
When a good man hurts you
And you know you hurt him too

Honey, when I'm above the trees
I see it for what it is
But now my eyes leak acid rain on the pillow where you used to lay your head
After giving you the best I had
Tell me what to give after that
All you want from me now is the green light of forgiveness
You haven't met the new me yet
And I think she'll give you that
There'll be happiness after you
But there was happiness because of you too
Both of these things can be true
There is happiness

In our history, across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight, leave it all behind
Oh, leave it all behind
Leave it all behind
And there is happiness32EmbedShare URLCopyEmbedCopy",6.706728971962616,4.414672897196262
peace,"Our coming-of-age has come and gone
Suddenly this summer, it's clear
I never had the courage of my convictions
As long as danger is near
And it's just around the corner, darlin'
'Cause it lives in me
No, I could never give you peace

But I'm a fire and I'll keep your brittle heart warm
If your cascade, ocean wave blues come
All these people think love's for show
But I would die for you in secret
The devil's in the details, but you got a friend in me
Would it be enough if I could never give you peace?

Your integrity makes me seem small
You paint dreamscapes on the wall
I talk shit with my friends, it's like I'm wasting your honor
And you know that I'd swing with you for the fences
Sit with you in the trenches
Give you my wild, give you a child
Give you the silence that only comes when two people understand each other
Family that I chose, now that I see your brother as my brother
Is it enough?
But there's robbers to the east, clowns to the west
I'd give you my sunshine, give you my best
But the rain is always gonna come if you're standin' with me
But I'm a fire and I'll keep your brittle heart warm
If your cascade, ocean wave blues come
All these people think love's for show
But I would die for you in secret
The devil's in the details, but you got a friend in me
Would it be enough if I could never give you peace?
Would it be enough if I could never give you peace?
Would it be enough if I could never give you peace?42EmbedShare URLCopyEmbedCopy",3.635,4.175
mirrorball,"I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break, it's in a million pieces

Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

And they called off the circus, burned the disco down
When they sent home the horses and the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
And I'm still a believer, but I don't know why
I've never been a natural, all I do is try, try, try
I'm still on that trapeze
I'm still trying everything to keep you looking at me

Because I'm a mirrorball
I'm a mirrorball
And I'll show you every version of yourself tonight49EmbedShare URLCopyEmbedCopy",6.6283125,3.840125
the man,"I would be complex, I would be cool
They'd say I played the field before I found someone to commit to
And that would be okay for me to do
Every conquest I had made would make me more of a boss to you

I’d be a fearless leader
I'd be an alpha type
When everyone believes ya
What's that like?

I’m so sick of running as fast as I can
Wondering if I'd get there quicker if I was a man
And I'm so sick of them coming at me again
'Cause if I was a man, then I'd be the man
I'd be the man
I'd be the man

They'd say I hustled, put in the work
They wouldn’t shake their heads and question how much of this I deserve
What I was wearing, if I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh, let the players play
I’d be just like Leo in Saint-Tropez

I'm so sick of running as fast as I can
Wondering if I’d get there quicker if I was a man
And I'm so sick of them coming at me again
'Cause if I was a man, then I'd be the man
I’d be the man
I'd be the man

What's it like to brag about raking in dollars
And getting bitches and models?
And it's all good if you're bad
And it's okay if you're mad
If I was out flashing my dollars
I'd be a bitch, not a baller
They'd paint me out to be bad
So, it's okay that I'm mad

I'm so sick of running as fast as I can
Wondering if I'd get there quicker if I was a man (You know that)
And I'm so sick of them coming at me again (Coming at me again)
'Cause if I was a man (If I was a man)
Then I'd be the man (Then I'd be the man)
I'm so sick of running as fast as I can (As fast as I can)
Wondering if I'd get there quicker if I was a man (Hey)
And I'm so sick of them coming at me again (Coming at me again)
'Cause if I was a man (If I was a man), then I'd be the man
I'd be the man
I'd be the man (Oh)
I'd be the man (Yeah)
I'd be the man (I'd be the man)
If I was a man, then I'd be the man63EmbedShare URLCopyEmbedCopy",6.27,2.95
dress,"Our secret moments in a crowded room
They got no idea about me and you
There is an indentation in the shape of you
Made your mark on me, a golden tattoo

All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you
Ha, ah, ah
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this
Ah, ha, ha, ha-ah

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha, ha-ah
Carve your name into my bedpost
’Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha, ha-ah

Inescapable, I'm not even gonna try
And if I get burned, at least we were electrified
I’m spilling wine in the bathtub
You kiss my face and we're both drunk
Everyone thinks that they know us
But they know nothing about—
All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you
Ha, ah, ah
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this
Ah, ha, ha, ha-ah

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha...

Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off

Flashback when you met me
Your buzzcut and my hair bleached
Even in my worst times, you could see the best in me
Flashback to my mistakes
My rebounds, my earthquakes
Even in my worst lies, you saw the truth in me
And I woke up just in time
Now I wake up by your side
My one and only, my lifeline
I woke up just in time
Now I wake up by your side
My hands shake, I can't explain this
Ah, ha, ha, ha-ah
Say my name and everything just stops...
I don't want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don’t want you like a best friend
Only bought this dress so you could take it off
Take it oh, ha, ha, ha-ah

There is an indentation in the shape of you
Only bought this dress so you could take it off
You made your mark on me, golden tattoo
Only bought this dress so you could take it off38EmbedShare URLCopyEmbedCopy",6.25156862745098,5.675294117647058
gold rush,"Gleaming, twinkling
Eyes like sinking ships on waters
So inviting, I almost jump in

But I don't like a gold rush, gold rush
I don't like anticipatin' my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion, double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush

What must it be like to grow up that beautiful?
With your hair falling into place like dominoes
I see me padding across your wooden floors
With my Eagles t-shirt hanging from the door

At dinner parties, I call you out on your contrarian shit
And the coastal town we wandered 'round had nеver seen a love as pure as it
And thеn it fades into the gray of my day-old tea
'Cause it could never be
'Cause I don't like a gold rush, gold rush
I don't like anticipatin' my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion, double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush

What must it be like to grow up that beautiful?
With your hair falling into place like dominoes
My mind turns your life into folklore
I can't dare to dream about you anymore

At dinner parties I won't call you out on your contrarian shit
And the coastal town we never found will never see a love as pure as it
'Cause it fades into the gray of my day-old tea
'Cause it will never be

Gleaming, twinkling
Eyes like sinking ships on waters
So inviting, I almost jump in35EmbedShare URLCopyEmbedCopy",7.5,3.35
hoax,"My only one
My smoking gun
My eclipsed sun
This has broken me down
My twisted knife
My sleepless night
My winless fight
This has frozen my ground

Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do
My best laid plan
Your sleight of hand
My barren land
I am ash from your fire

Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do
You know I left a part of me back in New York
You knew the hero died so what's the movie for?
You knew it still hurts underneath my scars
From when they pulled me apart
You knew the password so I let you in the door
You knew you won so what's the point of keeping score?
You knew it still hurts underneath my scars
From when they pulled me apart
But what you did was just as dark
(Ah, ah, ah)
Darling, this was just as hard
As when they pulled me apart

My only one
My kingdom come undone
My broken drum
You have beaten my heart
Don't want no other shade of blue but you
No other sadness in the world would do38EmbedShare URLCopyEmbedCopy",3.7525,4.2425
getaway car,"No, nothing good starts in a getaway car

It was the best of times, the worst of crimes
I struck a match and blew your mind
But I didn't mean it
And you didn’t see it
The ties were black, the lies were white
In shades of gray in candlelight
I wanted to leave him
I needed a reason

""X"" marks the spot where we fell apart
He poisoned the well, I was lyin' to myself
I knew it from the first Old Fashioned, we were cursed
We never had a shotgun shot in the dark (Oh!)

You were drivin' the getaway car
We were flyin’, but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car
It was the great escape, the prison break
The light of freedom on my face
But you weren't thinkin’
And I was just drinkin’
While he was runnin' after us, I was screamin’, ""Go, go, go!""
But with three of us, honey, it's a sideshow
And a circus ain't a love story
And now we're both sorry (We’re both sorry)

""X"" marks the spot where we fell apart
He poisoned the well, every man for himself
I knew it from the first Old Fashioned, we were cursed
It hit you like a shotgun shot to the heart (Oh!)

You were drivin' the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car
We were jet-set, Bonnie and Clyde (Oh-oh)
Until I switched to the other side
To the other side
It's no surprise I turned you in (Oh-oh)
'Cause us traitors never win
I'm in a getaway car
I left you in a motel bar
Put the money in a bag and I stole the keys
That was the last time you ever saw me (Oh!)

Drivin' the getaway car
We were flyin', but we'd never get far (Don't pretend)
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart (Should've known)
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car

I was ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car
Ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car90EmbedShare URLCopyEmbedCopy",6.5025,5.465
all too well,"I walked through the door with you, the air was cold
But something 'bout it felt like home somehow
And I left my scarf there at your sister's house
And you've still got it in your drawer, even now

Oh, your sweet disposition and my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

And I know it's long gone and
That magic's not here no more
And I might be okay, but I'm not fine at all
Oh, oh, oh

'Cause there we are again on that little town street
You almost ran the red 'cause you were lookin' over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter, your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You tell me 'bout your past, thinking your future was me
And I know it's long gone and
There was nothing else I could do
And I forget about you long enough
To forget why I needed to

'Cause there we are again in the middle of the night
We're dancing ‘round the kitchen in the refrigerator light
Down the stairs, I was there
I remember it all too well, yeah

Maybe we got lost in translation
Maybe I asked for too much
But maybe this thing was a masterpiece
'Til you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again
Just to break me like a promise
So casually cruel in the name of being honest
I'm a crumpled up piece of paper lying here
'Cause I remember it all, all, all
Too well
Time won't fly, it's like I'm paralyzed by it
I'd like to be my old self again, but I'm still trying to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it
'Cause you remember it all too well, yeah

'Cause there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there
I remember it all too well

Wind in my hair, you were there
You remember it all
Down the stairs, you were there
You remember it all
It was rare, I was there
I remember it all too well122EmbedShare URLCopyEmbedCopy",5.365760869565219,4.589239130434783
epiphany,"Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about

With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out

Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about

Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen

With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen53EmbedShare URLCopyEmbedCopy",6.958676470588236,6.419779411764705
bad blood,"’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kinds of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!360EmbedShare URLCopyEmbedCopy",7.81,5.33
